SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
JSL, EQ, 26-Sep-2018,59.85,60.35,62.95,58.6,58.9,59.25,60.75,1096941,666.34,5233,520357,47.44
JSLHISAR, EQ, 26-Sep-2018,125.1,126,133.5,123.05,124,124.25,127.39,701757,894,6857,265354,37.81
JSWENERGY, EQ, 26-Sep-2018,64.75,65.2,65.9,62.5,62.55,62.9,63.1,2865975,1808.36,7720,2141823,74.73
JSWHL, EQ, 26-Sep-2018,2479.2,2479.25,2502.75,2429,2439,2439.6,2478.06,5485,135.92,740,3517,64.12
JSWSTEEL, EQ, 26-Sep-2018,403.65,407,411.75,401,408.35,408.1,406.59,3317487,13488.51,35446,418009,12.6
JSWSTEEL, P2, 26-Sep-2018,6.9,6.9,6.95,6.85,6.95,6.9,6.88,4667,0.32,27,4017,86.07
JTEKTINDIA, EQ, 26-Sep-2018,120.9,121.9,125.5,121,123.85,123.65,123.44,103866,128.21,1390,56328,54.23
JUBILANT, EQ, 26-Sep-2018,735.6,750.05,765,750,758.95,760.3,758.03,332566,2520.94,12382,124060,37.3
JUBLFOOD, EQ, 26-Sep-2018,1260.05,1269.5,1306.4,1262.65,1286.1,1292,1292.39,1222852,15804,47337,390691,31.95
JUBLINDS, EQ, 26-Sep-2018,116.6,115,119.6,111.9,112.05,113.1,114.24,12921,14.76,496,7921,61.3
JUNIORBEES, EQ, 26-Sep-2018,288,290,291.2,286.26,289.27,289.1,289.17,34487,99.73,615,27778,80.55
JUSTDIAL, EQ, 26-Sep-2018,492.2,497,515,494.85,505.3,506.05,505.47,1744628,8818.55,28272,123434,7.08
JVLAGRO, BZ, 26-Sep-2018,6.75,7,7,6.45,6.45,6.45,6.6,35305,2.33,102, -, -
JYOTHYLAB, EQ, 26-Sep-2018,200,200.05,204.35,197.5,198,200.1,200.87,319048,640.86,6180,265520,83.22
JYOTISTRUC, BZ, 26-Sep-2018,2.6,2.5,2.65,2.5,2.5,2.5,2.51,36888,0.93,30, -, -
KABRAEXTRU, EQ, 26-Sep-2018,79.4,81,81,79,79.2,79.3,79.52,43915,34.92,137,33977,77.37
KAJARIACER, EQ, 26-Sep-2018,392.65,395.05,405.5,391.1,397.15,398.15,397.52,1385183,5506.31,19174,1015103,73.28
KAKATCEM, EQ, 26-Sep-2018,221.3,225,228,221.5,221.95,223.15,223.98,23863,53.45,985,10054,42.13
KALPATPOWR, EQ, 26-Sep-2018,325.25,332,332,310.2,325,325,318.69,198981,634.13,10102,144719,72.73
KALYANIFRG, BE, 26-Sep-2018,314,314,314,298.3,309.9,307.6,299.67,791,2.37,34, -, -
KAMATHOTEL, EQ, 26-Sep-2018,56.5,58,58.5,56.35,57,56.8,57.09,26939,15.38,348,15723,58.37
KAMDHENU, EQ, 26-Sep-2018,199.9,203,203,197.5,200,199.05,199.71,9953,19.88,335,6755,67.87
KANANIIND, EQ, 26-Sep-2018,5.95,6.35,6.5,5.9,6,6,6.27,3574,0.22,22,2781,77.81
KANORICHEM, EQ, 26-Sep-2018,65.7,66,67,64.05,64.7,64.9,65.94,16603,10.95,225,12056,72.61
KANSAINER, EQ, 26-Sep-2018,446.25,449,450,438.65,449.9,447.95,445.34,32621,145.27,2884,17862,54.76
KAPSTON, SM, 26-Sep-2018,93.6,95,95.5,94,94.45,94.45,94.59,8400,7.95,7,7200,85.71
KARDA, EQ, 26-Sep-2018,176.35,178.15,183,173.4,176.3,176.4,177.47,104833,186.05,2969,19664,18.76
KARMAENG, BE, 26-Sep-2018,23.35,23.35,23.35,22.2,23.35,23.35,22.4,130,0.03,7, -, -
KARURVYSYA, EQ, 26-Sep-2018,82.4,82.4,83.3,81.1,81.25,81.35,82.07,1717332,1409.39,26677,1124850,65.5
KAUSHALYA, EQ, 26-Sep-2018,1.65,1.6,1.7,1.6,1.7,1.7,1.62,7648,0.12,20,7598,99.35
KAVVERITEL, EQ, 26-Sep-2018,8.2,8.45,8.45,8,8.45,8.1,8.23,4185,0.34,33,3065,73.24
KAYA, EQ, 26-Sep-2018,863.95,872.55,875,838.05,852.4,850.75,848.49,15629,132.61,1066,7416,47.45
KCP, EQ, 26-Sep-2018,88.95,90.5,91.6,87.6,88.5,88.75,88.52,88622,78.45,1198,61315,69.19
KCPSUGIND, EQ, 26-Sep-2018,23.5,25,26.1,21.05,21.6,21.5,23.72,2441196,579.02,8432,747618,30.63
KDDL, EQ, 26-Sep-2018,431.7,434.95,435,420.5,420.5,420.5,428.86,132,0.57,11,124,93.94
KEC, EQ, 26-Sep-2018,291,296,296,283,285.25,284.5,285.67,447278,1277.74,14939,260621,58.27
KECL, EQ, 26-Sep-2018,17.7,18,18.35,17.3,17.75,17.75,17.72,69840,12.38,338,51480,73.71
KEERTI, SM, 26-Sep-2018,60.05,59.95,59.95,57.1,57.1,57.1,58.53,4000,2.34,2,4000,100
KEI, EQ, 26-Sep-2018,335.75,339.6,342,330,333.1,333.6,333.46,92452,308.29,3928,56617,61.24
KELLTONTEC, EQ, 26-Sep-2018,37.05,38.7,38.8,35.9,36.15,36.45,36.88,48570,17.91,492,32523,66.96
KERNEX, BE, 26-Sep-2018,23.65,24.8,24.8,22.5,22.5,22.5,22.93,2693,0.62,16, -, -
KESARENT, EQ, 26-Sep-2018,34.85,36.55,36.55,33.15,33.15,33.25,34.9,19574,6.83,220,12571,64.22
KESORAMIND, EQ, 26-Sep-2018,63.85,64.5,65.2,63.2,64.65,64.75,64.33,100301,64.53,1760,41229,41.11
KEYCORPSER, EQ, 26-Sep-2018,56.05,53.3,53.3,53.3,53.3,53.3,53.3,21,0.01,3,11,52.38
KGL, BE, 26-Sep-2018,1.45,1.5,1.5,1.45,1.5,1.45,1.47,485267,7.15,98, -, -
KHADIM, EQ, 26-Sep-2018,734.3,723.3,725,691.05,692.2,703.85,713.65,5857,41.8,465,4861,82.99
KHAITANELE, BE, 26-Sep-2018,16,15.9,15.9,15.2,15.2,15.2,15.49,210,0.03,10, -, -
KHAITANLTD, EQ, 26-Sep-2018,48.15,52.5,52.85,46.6,51.05,51.45,50.99,6784,3.46,108,2767,40.79
KHANDSE, BE, 26-Sep-2018,16.2,15.4,15.4,15.4,15.4,15.4,15.4,912,0.14,2, -, -
KICL, EQ, 26-Sep-2018,2207.25,2285,2349,2192.5,2245,2244.4,2262.62,996,22.54,155,442,44.38
KILITCH, EQ, 26-Sep-2018,124.85,124.55,134.7,124.55,132.3,129.5,128.73,13134,16.91,723,5605,42.68
KINGFA, EQ, 26-Sep-2018,656.9,674.75,684.85,650,652.3,659.35,665.86,3604,24,256,2894,80.3
KIOCL, EQ, 26-Sep-2018,167.7,168.15,169.8,167,167.35,167.7,167.91,73642,123.66,888,47552,64.57
KIRIINDUS, EQ, 26-Sep-2018,550.15,551.75,554.9,545,545,549.25,549.55,79630,437.61,2725,49109,61.67
KIRLOSBROS, EQ, 26-Sep-2018,234.85,234.85,239.85,230.05,232,233.65,233.64,13680,31.96,655,7764,56.75
KIRLOSENG, EQ, 26-Sep-2018,220.55,220.9,235.5,220.9,223,223.75,227.28,27845,63.29,1001,11580,41.59
KIRLOSIND, EQ, 26-Sep-2018,997.15,977.15,1169.9,977.15,1123,1127.65,1096.5,3391,37.18,461,2582,76.14
KITEX, EQ, 26-Sep-2018,112.6,112.35,115.35,112,112.5,112.9,113.53,50470,57.3,1454,21288,42.18
KKCL, EQ, 26-Sep-2018,1379.95,1400,1400,1370,1372,1372.3,1376.68,285,3.92,31,268,94.04
KMSUGAR, EQ, 26-Sep-2018,10.3,10.75,10.8,9.8,9.95,9.8,10.26,699211,71.73,1147,308070,44.06
KNRCON, EQ, 26-Sep-2018,207.55,210.7,210.7,195.05,199,199.65,199.32,120534,240.25,4067,64321,53.36
KOHINOOR, EQ, 26-Sep-2018,32.5,32.35,35.35,32.35,33.7,33.55,33.82,384008,129.87,3001,67382,17.55
KOKUYOCMLN, EQ, 26-Sep-2018,131.3,132.05,132.05,126,127.7,127.75,128.73,30280,38.98,627,19109,63.11
KOLTEPATIL, EQ, 26-Sep-2018,248.95,248.6,258,245.25,247.8,248.45,251.5,47605,119.73,1867,22443,47.14
KOPRAN, EQ, 26-Sep-2018,43.95,44.9,45.3,42.85,43.05,43.05,43.65,95292,41.6,811,50098,52.57
KOTAKBANK, EQ, 26-Sep-2018,1183.35,1186.1,1188.65,1161.3,1165,1169.4,1173.63,2446177,28709,50757,1595934,65.24
KOTAKBKETF, EQ, 26-Sep-2018,261.7,261.73,265,257.44,265,261.44,261.35,887708,2320.06,242,830700,93.58
KOTAKGOLD, EQ, 26-Sep-2018,268.85,269.95,270,268,268.25,268.4,269.1,14812,39.86,203,7674,51.81
KOTAKNIFTY, EQ, 26-Sep-2018,112.93,113.7,113.81,112.3,112.69,112.58,112.69,98925,111.48,278,42079,42.54
KOTAKNV20, EQ, 26-Sep-2018,55.46,56,56,55.49,56,55.66,55.81,1290,0.72,44,960,74.42
KOTAKPSUBK, EQ, 26-Sep-2018,276.32,280.9,281,273,276,275.99,278.12,1142,3.18,61,698,61.12
KOTARISUG, EQ, 26-Sep-2018,13.6,14.25,14.25,12.75,13.05,13.05,13.07,386211,50.48,269,341851,88.51
KOTHARIPET, EQ, 26-Sep-2018,21.4,22,22.65,21.15,21.2,21.4,21.54,19386,4.18,97,13351,68.87
KOTHARIPRO, EQ, 26-Sep-2018,104.75,105.85,106.25,100,104,104.05,103.74,1788,1.85,149,898,50.22
KPIT, EQ, 26-Sep-2018,267.6,268.45,269.05,222.65,247.5,247.55,242.96,15024710,36504.22,132366,3266984,21.74
KPRMILL, EQ, 26-Sep-2018,647.6,650,658.3,638.5,644.95,647.55,649.76,16726,108.68,728,12554,75.06
KRBL, EQ, 26-Sep-2018,349.05,350,359,348,353.5,354.6,353.41,103880,367.13,4233,38230,36.8
KREBSBIO, EQ, 26-Sep-2018,93.1,93,97.7,93,96.95,94.75,93.9,235,0.22,12,179,76.17
KRIDHANINF, EQ, 26-Sep-2018,60.35,60.85,62.5,60.85,62.45,62.1,61.98,67850,42.05,1169,30032,44.26
KRISHANA, SM, 26-Sep-2018,37,36.3,36.3,36.3,36.3,36.3,36.3,4000,1.45,1,4000,100
KSBPUMPS, EQ, 26-Sep-2018,701.95,702.05,724,700,708.85,706.7,708.88,1224,8.68,275,813,66.42
KSCL, EQ, 26-Sep-2018,602.05,599.4,624.8,598,617.5,620.05,613.01,319165,1956.52,9660,77864,24.4
KSERASERA, BE, 26-Sep-2018,0.15,0.2,0.2,0.15,0.2,0.2,0.17,870060,1.45,210, -, -
KSK, BE, 26-Sep-2018,1.25,1.2,1.2,1.2,1.2,1.2,1.2,99006,1.19,113, -, -
KSL, EQ, 26-Sep-2018,249.1,252,256.45,248.1,250.15,250.9,251.91,59477,149.83,1915,25332,42.59
KTIL, EQ, 26-Sep-2018,80.65,87,87,80.5,81.55,80.6,82.35,4671,3.85,86,3051,65.32
KTKBANK, EQ, 26-Sep-2018,101.75,101.75,103.2,99.65,102.2,102.1,101.43,2788232,2828.13,12343,609822,21.87
KWALITY, EQ, 26-Sep-2018,15.4,14.65,14.65,14.65,14.65,14.65,14.65,258805,37.91,896,258805,100
L&TFH, EQ, 26-Sep-2018,132.1,134,137.15,129.1,131.15,132.15,132.5,14332293,18990.41,119234,4331436,30.22
L&TFINANCE, N4, 26-Sep-2018,1012.26,1006.1,1012,1005.5,1010.2,1010.2,1008.29,780,7.86,20,480,61.54
L&TINFRA, N1, 26-Sep-2018,1013.06,1011,1042,1011,1042,1042,1019.68,25,0.25,3,25,100
L&TINFRA, N2, 26-Sep-2018,1720.1,1720,1720,1720,1720,1720,1720,40,0.69,2,40,100
L&TINFRA, N3, 26-Sep-2018,1008.51,1008,1008,1008,1008,1008,1008,20,0.2,1,20,100
L&TINFRA, N4, 26-Sep-2018,1695.1,1685.1,1695,1685.1,1691,1691,1689.84,140,2.37,9,120,85.71
L&TINFRA, N5, 26-Sep-2018,1005.5,1005.15,1006,1005.1,1005.1,1005.85,1005.52,120,1.21,8,120,100
L&TINFRA, N6, 26-Sep-2018,1756.1,1756.1,1758,1756.1,1756.1,1756.23,1756.19,198,3.48,25,198,100
LAGNAM, ST, 26-Sep-2018,31.8,30.25,30.25,30.25, ,30.25,30.25,84000,25.41,25, -, -
LAKPRE, BZ, 26-Sep-2018,12.4,12.5,12.5,12,12,12,12.15,75,0.01,5, -, -
LAKSHMIEFL, BZ, 26-Sep-2018,8.5,8.9,8.9,8.1,8.15,8.15,8.2,33620,2.76,87, -, -
LAKSHVILAS, EQ, 26-Sep-2018,87.25,87.1,88.2,85.9,86.8,87.05,86.79,1176078,1020.74,4268,663975,56.46
LALPATHLAB, EQ, 26-Sep-2018,963.6,956.3,978,956.3,961.05,967.8,967.91,86883,840.95,6273,75533,86.94
LAMBODHARA, EQ, 26-Sep-2018,46.4,47,47.3,45,45.5,46.05,46.09,8511,3.92,205,4658,54.73
LAOPALA, EQ, 26-Sep-2018,220.2,220.3,235,220.3,234,230.4,226.13,24867,56.23,918,13442,54.06
LASA, EQ, 26-Sep-2018,21.7,22.75,22.75,20.65,21.05,21.15,21.34,112222,23.95,404,66979,59.68
LAURUSLABS, EQ, 26-Sep-2018,432.85,431.2,438.55,431.2,435,435.1,435.95,40186,175.19,2336,22531,56.07
LAXMIMACH, EQ, 26-Sep-2018,6530.35,6590,6733.2,6490,6660,6688.85,6614.06,5019,331.96,1236,3256,64.87
LEEL, EQ, 26-Sep-2018,76.05,75.6,77.75,71.25,75.05,75.15,73.92,145906,107.85,2152,84725,58.07
LEMONTREE, EQ, 26-Sep-2018,71.8,71.95,73,71,72.1,72.55,71.97,159136,114.54,6721,69473,43.66
LEXUS, SM, 26-Sep-2018,29.7,33.35,35.5,24,31.2,31.8,27.43,125000,34.29,73,90000,72
LFIC, BE, 26-Sep-2018,76.05,75.5,76,75,75.05,75.95,75.22,521,0.39,8, -, -
LGBBROSLTD, EQ, 26-Sep-2018,443.55,451,454.15,414.95,421.15,423.85,428.77,28219,120.99,1905,19133,67.8
LIBERTSHOE, EQ, 26-Sep-2018,168.85,170,177.35,169.6,172.7,172.55,173.82,101344,176.15,2488,28990,28.61
LICHSGFIN, EQ, 26-Sep-2018,436.45,440.5,444,429.6,431.5,433,436.13,1752049,7641.16,27868,665636,37.99
LICNETFGSC, EQ, 26-Sep-2018,15.75,15.75,15.95,15.75,15.9,15.9,15.79,321,0.05,3,321,100
LICNETFN50, EQ, 26-Sep-2018,111.3,114.9,114.9,112.4,112.4,112.4,112.54,469,0.53,11,469,100
LICNETFSEN, EQ, 26-Sep-2018,375.4,393,393,366.5,366.5,366.5,381.4,5,0.02,4,3,60
LICNFNHGP, EQ, 26-Sep-2018,116.45,116.45,116.45,116.45,116.45,116.45,116.45,2,0,1,2,100
LINCOLN, EQ, 26-Sep-2018,265.9,269.5,273,255.6,256,257.3,264.05,100476,265.31,3363,49058,48.83
LINCPEN, EQ, 26-Sep-2018,301.25,311.7,311.7,299.75,303.25,306.05,303.82,700,2.13,84,456,65.14
LINDEINDIA, EQ, 26-Sep-2018,420.35,412.05,443.9,412.05,422.25,424.65,425.22,60458,257.08,1711,43744,72.35
LIQUIDBEES, EQ, 26-Sep-2018,1000,999.99,1000.01,999.99,1000,1000,1000,1475465,14754.62,3391,808211,54.78
LIQUIDETF, EQ, 26-Sep-2018,999.99,999.99,1000.01,999.99,1000.01,1000,1000,173487,1734.87,146,16225,9.35
LOKESHMACH, EQ, 26-Sep-2018,50,49,51.95,49,49.6,49.8,49.44,12290,6.08,344,6023,49.01
LOTUSEYE, EQ, 26-Sep-2018,25.55,26.9,26.9,25.4,25.55,25.55,25.54,1693,0.43,18,1383,81.69
LOVABLE, EQ, 26-Sep-2018,110.95,114.6,114.6,111,112.9,113.1,113.22,19380,21.94,460,12470,64.34
LPDC, EQ, 26-Sep-2018,4,4.1,4.2,4,4.2,4.2,4.16,38229,1.59,30,24129,63.12
LSIL, EQ, 26-Sep-2018,1.6,1.55,1.55,1.55,1.55,1.55,1.55,275213,4.27,186,275213,100
LT, EQ, 26-Sep-2018,1319.05,1329,1336.8,1309,1335.1,1332.65,1321.51,2846089,37611.35,112998,1923792,67.59
LTI, EQ, 26-Sep-2018,1881.5,1872,1896,1850,1884,1872.35,1864.72,194312,3623.38,19805,127789,65.76
LTMFEOF2R, MF, 26-Sep-2018,8.2,8.02,8.02,8.02,8.02,8.02,8.02,1000,0.08,2,1000,100
LTTS, EQ, 26-Sep-2018,1695.1,1708.7,1773,1708.7,1726,1728,1739.95,142492,2479.28,13615,58718,41.21
LUMAXIND, EQ, 26-Sep-2018,2070.05,2060.6,2075,2019.6,2053,2069.25,2050.06,7288,149.41,718,5884,80.74
LUMAXTECH, EQ, 26-Sep-2018,180.05,180.25,184.55,179.05,179.5,179.95,181.38,38803,70.38,1318,26858,69.22
LUPIN, EQ, 26-Sep-2018,882.55,891,910,885.9,891.8,891.75,897.21,2762045,24781.35,62754,624410,22.61
LUXIND, EQ, 26-Sep-2018,1705.7,1707.35,1750,1684.85,1705,1716.4,1712.71,59997,1027.57,2416,5029,8.38
LYCOS, EQ, 26-Sep-2018,3.4,3.35,3.5,3.3,3.3,3.3,3.36,384488,12.9,212,293771,76.41
LYKALABS, EQ, 26-Sep-2018,37.95,38,41.4,37.5,39.15,39.25,39.25,46038,18.07,386,22863,49.66
LYPSAGEMS, EQ, 26-Sep-2018,11.65,11.9,11.95,11.5,11.8,11.9,11.81,35831,4.23,96,16079,44.87
M&M, EQ, 26-Sep-2018,893,903,917.85,885.3,887.5,893.35,900.84,2357565,21237.78,58651,1077710,45.71
M&MFIN, EQ, 26-Sep-2018,414.1,414.1,430,413.25,417.05,421.9,424.05,1950583,8271.42,31469,774188,39.69
M&MFIN, N2, 26-Sep-2018,1007,1009.5,1009.5,1005,1008,1008,1006.97,482,4.85,14,482,100
M100, EQ, 26-Sep-2018,19.78,19.9,19.9,18.98,19.2,19.16,19.07,232415,44.32,198,227055,97.69
M17RG, MF, 26-Sep-2018,10,10,10,10,10,10,10,102,0.01,3,102,100
M50, EQ, 26-Sep-2018,104,106.1,106.1,103.51,104.8,105.46,104.63,931,0.97,35,525,56.39
MAANALU, EQ, 26-Sep-2018,108.6,110.55,111.8,107.35,108,108.35,109.15,3974,4.34,238,2085,52.47
MACPOWER, SM, 26-Sep-2018,183.65,171.7,176.05,163.4,172,172.5,167.6,24500,41.06,39,19000,77.55
MADHAV, EQ, 26-Sep-2018,44.4,44.1,45.8,44,45.75,45.7,45.2,699,0.32,21,561,80.26
MADHUCON, EQ, 26-Sep-2018,7.65,7.9,8,7.8,8,8,7.93,53740,4.26,133,47391,88.19
MADRASFERT, EQ, 26-Sep-2018,22,22.35,22.7,20.2,20.9,20.9,21.02,158806,33.38,831,104510,65.81
MAGADSUGAR, EQ, 26-Sep-2018,160.95,166,166.85,152.95,152.95,152.95,157.68,169763,267.68,2598,75416,44.42
MAGMA, EQ, 26-Sep-2018,121.25,122,131.65,121,128.5,128.35,124.77,154008,192.15,2130,86504,56.17
MAGNUM, BE, 26-Sep-2018,6.55,6.55,6.55,6.3,6.45,6.45,6.4,4768,0.31,19, -, -
MAHABANK, EQ, 26-Sep-2018,11.6,11.7,11.9,11.7,11.75,11.7,11.76,271461,31.93,764,148422,54.68
MAHAPEXLTD, BE, 26-Sep-2018,166.3,165.35,171.95,165.35,171,170.55,169.04,1550,2.62,9, -, -
MAHASTEEL, EQ, 26-Sep-2018,73.15,73.95,74.95,72.55,73.1,73.2,73.61,1035,0.76,21,755,72.95
MAHESHWARI, SM, 26-Sep-2018,189,190,191,190,191,191,190.33,3000,5.71,3,2000,66.67
MAHICKRA, SM, 26-Sep-2018,47.8,48.2,48.2,46.9,46.9,46.9,47.55,12000,5.71,2,12000,100
MAHINDCIE, EQ, 26-Sep-2018,263.55,267.9,271.7,265,268.3,269.8,267.82,193844,519.16,6722,89566,46.21
MAHLIFE, EQ, 26-Sep-2018,460.85,460,462.95,445.5,455,456.45,454.53,13092,59.51,1059,8287,63.3
MAHLOG, EQ, 26-Sep-2018,533.9,545,545.7,535,542,543.2,541.33,6931,37.52,1948,5661,81.68
MAHSCOOTER, EQ, 26-Sep-2018,2491.2,2507.5,2588,2491.7,2555.05,2562.95,2528.54,2450,61.95,460,1998,81.55
MAHSEAMLES, EQ, 26-Sep-2018,442,448,448,440.55,446,445.2,444.43,32422,144.09,1228,7379,22.76
MAITHANALL, EQ, 26-Sep-2018,541.5,546.9,557,538.05,548,543.35,549.54,27178,149.35,2133,13102,48.21
MAJESCO, EQ, 26-Sep-2018,468.25,472.55,494,472.55,488.95,484.05,484.86,48736,236.3,2881,24978,51.25
MALUPAPER, EQ, 26-Sep-2018,46.35,47,47.8,46,47.5,47.5,46.85,14613,6.85,35,13731,93.96
MANAKALUCO, EQ, 26-Sep-2018,6.4,6.05,6.6,6.05,6.35,6.35,6.27,3719,0.23,21,3676,98.84
MANAKCOAT, EQ, 26-Sep-2018,8.5,9,9,8.5,8.75,8.75,8.79,4900,0.43,34,4382,89.43
MANAKSIA, EQ, 26-Sep-2018,40.55,40.6,41.7,39.25,40,40.4,40.57,18171,7.37,243,13569,74.67
MANAKSTEEL, EQ, 26-Sep-2018,19.3,19.15,21,19.05,20,20.05,19.78,7659,1.51,92,6122,79.93
MANALIPETC, EQ, 26-Sep-2018,34.75,35.4,36.6,34.6,35.6,35.8,35.81,616861,220.92,3251,221425,35.9
MANAPPURAM, EQ, 26-Sep-2018,78.6,79.15,79.95,78.05,79.15,79.5,79.07,2348101,1856.53,9645,729028,31.05
MANDHANA, BE, 26-Sep-2018,5.6,5.35,5.35,5.35,5.35,5.35,5.35,4262,0.23,25, -, -
MANGALAM, EQ, 26-Sep-2018,78.7,81,81.3,74.8,76.95,76.7,77.95,69627,54.27,963,41711,59.91
MANGCHEFER, EQ, 26-Sep-2018,47.85,47.65,48.7,45.7,45.75,46.45,47.48,92844,44.08,266,81963,88.28
MANGLMCEM, EQ, 26-Sep-2018,236.8,236.8,256.05,236.8,248.9,246.55,248.06,24188,60,929,9517,39.35
MANGTIMBER, EQ, 26-Sep-2018,19.35,20,20.1,18.75,18.75,19.25,19.2,13591,2.61,109,9863,72.57
MANINDS, EQ, 26-Sep-2018,82.7,84.8,85.8,82.1,83.1,83.6,83.7,119280,99.83,1674,62209,52.15
MANINFRA, EQ, 26-Sep-2018,42.55,42.7,43.9,42.1,42.65,42.6,42.85,119053,51.01,820,65752,55.23
MANPASAND, EQ, 26-Sep-2018,110.5,112.25,116,110.1,115.5,115.7,114.27,436939,499.29,3996,208603,47.74
MANUGRAPH, BE, 26-Sep-2018,33.7,34,34,32.9,32.9,32.9,33.54,451,0.15,10, -, -
MARALOVER, EQ, 26-Sep-2018,27,26.2,27.45,26.1,27.2,26.75,26.77,1317,0.35,20,1105,83.9
MARATHON, EQ, 26-Sep-2018,139.75,141.55,143,135.35,143,139.9,139.58,4059,5.67,92,2752,67.8
MARICO, EQ, 26-Sep-2018,331.65,333.7,346.65,333.7,337,339.7,338.55,2638508,8932.55,39420,1401003,53.1
MARKSANS, EQ, 26-Sep-2018,32.05,33.35,34,31.65,31.8,31.85,32.58,5104575,1662.89,15627,1609421,31.53
MARSHALL, SM, 26-Sep-2018,42.5,42,43,40,40,40.75,41.32,33000,13.64,11,30000,90.91
MARUTI, EQ, 26-Sep-2018,7999.45,8075,8089.9,7822.55,7835.05,7842.55,7903.25,754963,59666.63,88383,376207,49.83
MASFIN, EQ, 26-Sep-2018,541.55,534.35,543.75,531,531,541.7,541.8,15044,81.51,375,12098,80.42
MASTEK, EQ, 26-Sep-2018,517.65,517,531,498,528,522.2,512.94,195022,1000.35,9435,49877,25.58
MATRIMONY, EQ, 26-Sep-2018,489.85,481.65,508,481.6,493,498,496.86,5804,28.84,512,4512,77.74
MAWANASUG, EQ, 26-Sep-2018,56.4,57.95,58.4,53.6,53.6,53.6,55.78,670572,374.01,4585,209469,31.24
MAXINDIA, EQ, 26-Sep-2018,82.1,82.15,85.3,81.1,81.8,81.85,82.84,113600,94.1,1518,42965,37.82
MAXVIL, EQ, 26-Sep-2018,59.3,59.8,59.85,57.3,57.3,57.7,58.07,44396,25.78,521,26382,59.42
MAYURUNIQ, EQ, 26-Sep-2018,367.4,365,370,362.45,368,369.75,368.84,22199,81.88,556,19355,87.19
MAZDA, EQ, 26-Sep-2018,338.55,341.1,346.95,339.5,346,346.05,343.24,3066,10.52,63,2644,86.24
MBAPL, SM, 26-Sep-2018,45,45,45,45,45,45,45,3000,1.35,1,3000,100
MBECL, BE, 26-Sep-2018,33.15,34.8,34.8,33.3,34.45,34.25,34.28,1496,0.51,22, -, -
MBLINFRA, EQ, 26-Sep-2018,17.1,17.85,17.85,16.25,16.45,16.4,16.76,116357,19.51,413,81552,70.09
MCDHOLDING, EQ, 26-Sep-2018,24.75,25.65,28,25.45,26.5,26.15,26.19,19766,5.18,267,11842,59.91
MCDOWELL-N, EQ, 26-Sep-2018,530.1,530.15,544.5,527.4,535.7,533.7,536.5,1194600,6409.06,19341,369107,30.9
MCL, SM, 26-Sep-2018,143,145,145,145,145,145,145,1200,1.74,1,1200,100
MCLEODRUSS, EQ, 26-Sep-2018,150.55,151,152.75,146.1,150,150.45,148.7,108890,161.91,1494,62262,57.18
MCX, EQ, 26-Sep-2018,730.65,733.1,763,726.9,748.85,752.25,746.16,373752,2788.8,11362,66185,17.71
MEGASOFT, EQ, 26-Sep-2018,7.05,6.9,7.25,6.9,7.05,7.15,7.05,6907,0.49,45,6084,88.08
MEGH, EQ, 26-Sep-2018,81.4,82,83.2,79.8,80.5,80.75,81.19,810769,658.26,5612,371488,45.82
MELSTAR, BE, 26-Sep-2018,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1,0,1, -, -
MENONBE, EQ, 26-Sep-2018,81.1,81.6,82.55,79.75,80.95,80.4,80.8,14889,12.03,252,12928,86.83
MEP, EQ, 26-Sep-2018,45.6,45.65,46.15,43.35,43.6,43.9,44.98,409661,184.27,2433,79180,19.33
MERCATOR, EQ, 26-Sep-2018,18.1,18.25,19.05,17.65,17.8,17.8,18.06,336779,60.83,1845,211239,62.72
MERCK, EQ, 26-Sep-2018,2723.05,2769.95,2769.95,2651.5,2692,2680.6,2716.9,22828,620.22,4405,13760,60.28
METALFORGE, BE, 26-Sep-2018,13.4,13.8,14.05,13.1,13.5,13.2,13.67,28183,3.85,90, -, -
METKORE, BE, 26-Sep-2018,1.55,1.5,1.5,1.5,1.5,1.5,1.5,806,0.01,4, -, -
MFSL, EQ, 26-Sep-2018,446.45,449,465.25,437.5,442.15,443.15,453.18,650655,2948.64,22067,95556,14.69
MGL, EQ, 26-Sep-2018,822.4,823.6,837.9,817.6,832.4,831,827.47,257466,2130.45,14332,101165,39.29
MHHL, SM, 26-Sep-2018,33,33,33,33,33,33,33,6000,1.98,2,6000,100
MHRIL, EQ, 26-Sep-2018,227.65,230,230.9,225.3,226.1,226.9,226.94,49479,112.29,2281,29087,58.79
MIC, EQ, 26-Sep-2018,2.2,2.3,2.3,2.1,2.15,2.1,2.13,83682,1.79,132,69637,83.22
MIDHANI, EQ, 26-Sep-2018,126.05,127.65,128.9,125.2,126.4,126.5,126.72,179670,227.68,3461,61314,34.13
MINDACORP, EQ, 26-Sep-2018,147.7,147.3,152.85,144,145.4,146.7,147.72,91716,135.48,4010,52848,57.62
MINDAIND, EQ, 26-Sep-2018,357.95,370,388,365.05,368.5,367.85,372.44,752778,2803.67,24901,295451,39.25
